Name;Source Name;M;M1;N;X0;eps;h;n;r0;repetition;rho;sigma;tipo;average;max;min;timeSGD
N:100-n:6-r0:10-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;10;100;0,7;0,5;lagrange;1338,64;4322;152;2.419.674.504.939.970
N:100-n:6-r0:10-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;8;8;8;20.963.465.213.900.000
N:100-n:6-r0:10-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;9,49;17;8;0,178242399
N:100-n:6-r0:10-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;30,24;77;9;0,1106744
N:100-n:6-r0:10-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;230,94;505;35;0,534819055
N:100-n:6-r0:10-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;10;100;0,6;0,5;lagrange;2739,69;4999;374;4.958.503.024.169.980
N:100-n:6-r0:5-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;2,06;3;2;0,553107985
N:100-n:6-r0:5-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;3,83;12;2;0,072357328
N:100-n:6-r0:5-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;19,75;134;3;0,072025994
N:100-n:6-r0:5-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;151,44;1455;13;0,350246115
N:100-n:6-r0:5-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;5;100;0,9;0,5;lagrange;988,66;4999;84;1.788.338.445.870.030
N:100-n:6-r0:5-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;2,28;3;2;0,604749466
N:100-n:6-r0:5-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;4,29;17;2;0,080821521
N:100-n:6-r0:5-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;17,14;100;3;0,062021219
N:100-n:6-r0:5-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;109,04;375;20;0,254946414
N:100-n:6-r0:5-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;5;100;0,8;0,5;lagrange;819,74;3372;165;1.500.198.173.539.970
N:100-n:6-r0:5-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;5;100;0,7;0,5;lagrange;2,99;3;2;0,796175125
N:100-n:6-r0:5-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;5;100;0,7;0,5;lagrange;3,92;10;2;0,073683933
N:100-n:6-r0:5-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;5;100;0,7;0,5;lagrange;18,6;64;3;0,066939929
N:100-n:6-r0:5-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;5;100;0,7;0,5;lagrange;118,67;340;19;0,274530808
N:100-n:6-r0:5-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;5;100;0,7;0,5;lagrange;1031,01;3455;207;18.645.444.464.899.600
N:100-n:6-r0:5-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;5;100;0,6;0,5;lagrange;3;3;3;0,807500967
N:100-n:6-r0:5-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;5;100;0,6;0,5;lagrange;4,31;10;3;0,085379039
N:100-n:6-r0:5-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;5;100;0,6;0,5;lagrange;17,07;49;4;0,064413567
N:100-n:6-r0:5-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;5;100;0,6;0,5;lagrange;133,69;426;28;0,315446883
N:100-n:6-r0:5-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;5;100;0,6;0,5;lagrange;1413,13;4712;282;25.599.323.981.400.000
N:100-n:6-r0:1-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;1;100;0,9;0,5;lagrange;44,16;50;40;11.598.894.004.940.000
N:100-n:6-r0:1-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;1;100;0,9;0,5;lagrange;51,59;115;38;0,960624697
N:100-n:6-r0:1-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;1;100;0,9;0,5;lagrange;124,51;1199;36;0,451482518
N:100-n:6-r0:1-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;1;100;0,9;0,5;lagrange;1100,04;4999;64;25.367.348.112.799.600
N:100-n:6-r0:1-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;1;100;0,9;0,5;lagrange;3657,38;4999;62;6.598.902.278.829.990
N:100-n:6-r0:1-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;1;100;0,8;0,5;lagrange;25,75;32;24;673.335.897.667.006
N:100-n:6-r0:1-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;1;100;0,8;0,5;lagrange;30,43;63;23;0,564935428
N:100-n:6-r0:1-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;1;100;0,8;0,5;lagrange;60,16;364;19;0,218562146
N:100-n:6-r0:1-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;1;100;0,8;0,5;lagrange;486,35;4114;26;11.257.420.046.599.800
N:100-n:6-r0:1-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;1;100;0,8;0,5;lagrange;2407,63;4999;142;4.334.743.939.130.050
N:100-n:6-r0:1-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;1;100;0,7;0,5;lagrange;17,71;22;16;4.663.940.665.670.010
N:100-n:6-r0:1-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;1;100;0,7;0,5;lagrange;20,29;39;16;0,378023935
N:100-n:6-r0:1-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;1;100;0,7;0,5;lagrange;38,24;144;14;0,138547167
N:100-n:6-r0:1-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;1;100;0,7;0,5;lagrange;180,05;1206;15;0,415906306
N:100-n:6-r0:1-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;1;100;0,7;0,5;lagrange;1148,99;4366;81;20.749.365.573.900.200
N:100-n:6-r0:1-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;6;1;100;0,6;0,5;lagrange;13,23;15;12;3.474.921.421.449.980
N:100-n:6-r0:1-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;6;1;100;0,6;0,5;lagrange;15,79;26;13;0,295649258
N:100-n:6-r0:1-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;6;1;100;0,6;0,5;lagrange;28,81;138;11;0,104603767
N:100-n:6-r0:1-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;6;1;100;0,6;0,5;lagrange;120,95;680;13;0,277862955
N:100-n:6-r0:1-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;6;1;100;0,6;0,5;lagrange;750,34;3959;117;13.521.997.460.899.700
N:100-n:5-r0:10-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;10;100;0,9;0,5;lagrange;5,74;7;5;13.278.329.891.199.900
N:100-n:5-r0:10-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;10;100;0,9;0,5;lagrange;6,85;14;5;0,117778797
N:100-n:5-r0:10-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;10;100;0,9;0,5;lagrange;19,13;67;7;0,067271517
N:100-n:5-r0:10-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;10;100;0,9;0,5;lagrange;107,49;325;24;0,24825452
N:100-n:5-r0:10-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;10;100;0,9;0,5;lagrange;854,18;2809;151;1.534.122.113.859.990
N:100-n:5-r0:10-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;10;100;0,8;0,5;lagrange;6,18;7;6;14.332.492.264.200.100
N:100-n:5-r0:10-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;10;100;0,8;0,5;lagrange;7,57;16;6;0,130231
N:100-n:5-r0:10-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;10;100;0,8;0,5;lagrange;21,63;63;8;0,075742748
N:100-n:5-r0:10-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;10;100;0,8;0,5;lagrange;116,56;343;23;0,267594161
N:100-n:5-r0:10-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;10;100;0,8;0,5;lagrange;844,41;2599;161;15.192.766.839.900.200
N:100-n:5-r0:10-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;10;100;0,7;0,5;lagrange;8,01;9;8;18.550.894.025.099.800
N:100-n:5-r0:10-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;10;100;0,7;0,5;lagrange;9,58;25;8;0,165011166
N:100-n:5-r0:10-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;10;100;0,7;0,5;lagrange;25,26;70;8;0,08935485
N:100-n:5-r0:10-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;10;100;0,7;0,5;lagrange;165,18;473;38;0,37844481
N:100-n:5-r0:10-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;10;100;0,7;0,5;lagrange;1257,71;3219;321;2.264.277.808.160.040
N:100-n:5-r0:10-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;10;100;0,6;0,5;lagrange;10,01;11;10;23.163.183.977.599.600
N:100-n:5-r0:10-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;10;100;0,6;0,5;lagrange;11,83;20;10;0,203325155
N:100-n:5-r0:10-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;10;100;0,6;0,5;lagrange;35,06;81;10;0,124052735
N:100-n:5-r0:10-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;10;100;0,6;0,5;lagrange;229,27;794;51;0,52699992
N:100-n:5-r0:10-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;10;100;0,6;0,5;lagrange;2607,42;4999;544;4.694.033.599.859.970
N:100-n:5-r0:5-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;5;100;0,9;0,5;lagrange;3,01;4;3;0,707606793
N:100-n:5-r0:5-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;5;100;0,9;0,5;lagrange;4,56;24;3;0,078616946
N:100-n:5-r0:5-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;5;100;0,9;0,5;lagrange;20,04;193;4;0,071147554
N:100-n:5-r0:5-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;5;100;0,9;0,5;lagrange;122,2;562;13;0,281724899
N:100-n:5-r0:5-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;5;100;0,9;0,5;lagrange;833,69;2610;76;1.497.202.139.939.980
N:100-n:5-r0:5-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;5;100;0,8;0,5;lagrange;3,01;4;3;0,704158857
N:100-n:5-r0:5-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;5;100;0,8;0,5;lagrange;4,34;18;3;0,074811155
N:100-n:5-r0:5-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;5;100;0,8;0,5;lagrange;17,23;66;4;0,060953717
N:100-n:5-r0:5-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;5;100;0,8;0,5;lagrange;97,49;411;17;0,224824044
N:100-n:5-r0:5-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;5;100;0,8;0,5;lagrange;753,53;2558;136;13.558.565.865.499.900
N:100-n:5-r0:5-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;5;100;0,7;0,5;lagrange;3,04;4;3;0,709683974
N:100-n:5-r0:5-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;5;100;0,7;0,5;lagrange;4,39;11;3;0,075753682
N:100-n:5-r0:5-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;5;100;0,7;0,5;lagrange;15,19;37;3;0,053965323
N:100-n:5-r0:5-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;5;100;0,7;0,5;lagrange;100,68;286;14;0,231459914
N:100-n:5-r0:5-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;5;100;0,7;0,5;lagrange;837,74;2250;126;15.059.445.394.600.300
N:100-n:5-r0:5-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;5;100;0,6;0,5;lagrange;3,32;4;3;0,777103454
N:100-n:5-r0:5-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;5;100;0,6;0,5;lagrange;4,66;9;3;0,080289756
N:100-n:5-r0:5-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;5;100;0,6;0,5;lagrange;17,55;44;4;0,0623469
N:100-n:5-r0:5-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;5;100;0,6;0,5;lagrange;128,21;323;32;0,293955337
N:100-n:5-r0:5-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;5;100;0,6;0,5;lagrange;1325;3373;246;2.384.982.416.560.010
N:100-n:5-r0:1-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;1;100;0,9;0,5;lagrange;25,17;32;23;5.823.608.775.920.000
N:100-n:5-r0:1-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;1;100;0,9;0,5;lagrange;32,48;115;22;0,554477627
N:100-n:5-r0:1-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;1;100;0,9;0,5;lagrange;90,58;683;23;0,318717171
N:100-n:5-r0:1-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;1;100;0,9;0,5;lagrange;1117,99;4999;21;25.765.421.926.000.200
N:100-n:5-r0:1-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;1;100;0,9;0,5;lagrange;3516,76;4999;91;6.334.149.018.540.040
N:100-n:5-r0:1-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;1;100;0,8;0,5;lagrange;16,77;20;15;38.703.428.204.500.200
N:100-n:5-r0:1-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;1;100;0,8;0,5;lagrange;19,56;37;14;0,334855399
N:100-n:5-r0:1-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;1;100;0,8;0,5;lagrange;48,89;291;16;0,173152276
N:100-n:5-r0:1-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;1;100;0,8;0,5;lagrange;335,27;1612;17;0,770439289
N:100-n:5-r0:1-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;1;100;0,8;0,5;lagrange;1899,5;4999;73;3.417.088.254.609.980
N:100-n:5-r0:1-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;1;100;0,7;0,5;lagrange;12,49;15;11;2.880.428.829.110.020
N:100-n:5-r0:1-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;1;100;0,7;0,5;lagrange;14,53;27;11;0,249104319
N:100-n:5-r0:1-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;1;100;0,7;0,5;lagrange;28,04;104;10;0,097955779
N:100-n:5-r0:1-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;1;100;0,7;0,5;lagrange;159,04;1040;14;0,365092043
N:100-n:5-r0:1-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;1;100;0,7;0,5;lagrange;1144,85;4999;62;206.105.473.470.001
N:100-n:5-r0:1-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;5;1;100;0,6;0,5;lagrange;9,94;12;9;2.299.486.595.640.040
N:100-n:5-r0:1-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;5;1;100;0,6;0,5;lagrange;11,69;32;9;0,200827645
N:100-n:5-r0:1-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;5;1;100;0,6;0,5;lagrange;24,15;75;8;0,084460551
N:100-n:5-r0:1-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;5;1;100;0,6;0,5;lagrange;112,06;732;14;0,256988095
N:100-n:5-r0:1-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;5;1;100;0,6;0,5;lagrange;700,98;2479;50;12.603.745.821.100.100
N:100-n:4-r0:10-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;10;100;0,9;0,5;lagrange;7;7;7;14.350.878.819.300.100
N:100-n:4-r0:10-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;10;100;0,9;0,5;lagrange;7,76;18;7;0,121031471
N:100-n:4-r0:10-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;4;10;100;0,9;0,5;lagrange;19,23;102;6;0,06502162
N:100-n:4-r0:10-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;4;10;100;0,9;0,5;lagrange;82,47;288;17;0,189018645
N:100-n:4-r0:10-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;4;10;100;0,9;0,5;lagrange;659,81;2693;62;1.183.349.121.909.990
N:100-n:4-r0:10-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;10;100;0,8;0,5;lagrange;8,02;9;8;16.313.426.062.399.900
N:100-n:4-r0:10-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;10;100;0,8;0,5;lagrange;9,1;19;8;0,141903659
N:100-n:4-r0:10-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;4;10;100;0,8;0,5;lagrange;21,71;70;8;0,074349433
N:100-n:4-r0:10-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;4;10;100;0,8;0,5;lagrange;107,3;244;35;0,245045262
N:100-n:4-r0:10-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;4;10;100;0,8;0,5;lagrange;758,81;1926;163;13.645.683.174.300.200
N:100-n:4-r0:10-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;10;100;0,7;0,5;lagrange;10,04;11;10;2.046.550.589.879.980
N:100-n:4-r0:10-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;10;100;0,7;0,5;lagrange;11,74;19;10;0,18399139
N:100-n:4-r0:10-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;4;10;100;0,7;0,5;lagrange;26,97;61;10;0,092397574
N:100-n:4-r0:10-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;4;10;100;0,7;0,5;lagrange;145,18;493;41;0,331800679
N:100-n:4-r0:10-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;4;10;100;0,7;0,5;lagrange;1153,98;3288;188;2.070.504.133.270.000
N:100-n:4-r0:10-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;10;100;0,6;0,5;lagrange;13,58;15;13;27.763.529.688.199.900
N:100-n:4-r0:10-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;10;100;0,6;0,5;lagrange;14,78;23;13;0,230864903
N:100-n:4-r0:10-rho:0.6-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;4;10;100;0,6;0,5;lagrange;37,87;88;14;0,129703993
N:100-n:4-r0:10-rho:0.6-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;4;10;100;0,6;0,5;lagrange;208,19;426;18;0,47640161
N:100-n:4-r0:10-rho:0.6-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;4;10;100;0,6;0,5;lagrange;2290,98;4990;506;4.113.185.842.220.040
N:100-n:4-r0:5-rho:0.9-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;5;100;0,9;0,5;lagrange;3,04;4;3;0,627151921
N:100-n:4-r0:5-rho:0.9-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;5;100;0,9;0,5;lagrange;4,62;18;3;0,07245223
N:100-n:4-r0:5-rho:0.9-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;4;5;100;0,9;0,5;lagrange;16,43;69;3;0,056431989
N:100-n:4-r0:5-rho:0.9-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;4;5;100;0,9;0,5;lagrange;89,89;537;9;0,205454525
N:100-n:4-r0:5-rho:0.9-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;4;5;100;0,9;0,5;lagrange;506,69;2246;37;0,908449705
N:100-n:4-r0:5-rho:0.8-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;5;100;0,8;0,5;lagrange;3,47;4;3;0,714239532
N:100-n:4-r0:5-rho:0.8-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;5;100;0,8;0,5;lagrange;4,82;13;3;0,075177012
N:100-n:4-r0:5-rho:0.8-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;4;5;100;0,8;0,5;lagrange;16,22;46;6;0,055666203
N:100-n:4-r0:5-rho:0.8-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;4;5;100;0,8;0,5;lagrange;89,22;276;12;0,204391496
N:100-n:4-r0:5-rho:0.8-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;4;5;100;0,8;0,5;lagrange;676,2;2933;113;12.130.409.909.599.900
N:100-n:4-r0:5-rho:0.7-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;5;100;0,7;0,5;lagrange;4;4;4;0,822335237
N:100-n:4-r0:5-rho:0.7-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;5;100;0,7;0,5;lagrange;5,34;18;4;0,083597382
N:100-n:4-r0:5-rho:0.7-M:100;KSS_review.py;100;1000000;100;0,5;0,01;0,01;4;5;100;0,7;0,5;lagrange;17,66;80;4;0,060564509
N:100-n:4-r0:5-rho:0.7-M:10;KSS_review.py;10;1000000;100;0,5;0,01;0,01;4;5;100;0,7;0,5;lagrange;96,91;396;21;0,221621447
N:100-n:4-r0:5-rho:0.7-M:1;KSS_review.py;1;1000000;100;0,5;0,01;0,01;4;5;100;0,7;0,5;lagrange;767,58;2923;87;1.377.509.366.410.010
N:100-n:4-r0:5-rho:0.6-M:10000;KSS_review.py;10000;1000000;100;0,5;0,01;0,01;4;5;100;0,6;0,5;lagrange;4,22;5;4;0,866070346
N:100-n:4-r0:5-rho:0.6-M:1000;KSS_review.py;1000;1000000;100;0,5;0,01;0,01;4;5;100;0,6;0,5;lagrange;5,66;15;4;0,08852381
